Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
77.6,160192961,1,160192961.0,160192961.0,160192961,160192961,0.0,"warp_chien_search_kernel(const unsigned short *, unsigned int *, int)"
14.2,29311191,1,29311191.0,29311191.0,29311191,29311191,0.0,"berlekampMasseyKernel(const unsigned short *, unsigned short *)"
8.2,17012570,1,17012570.0,17012570.0,17012570,17012570,0.0,"SyndromeKernel(const unsigned short *, const unsigned char *, unsigned short *)"
