Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
76.8,160197569,1,160197569.0,160197569.0,160197569,160197569,0.0,"warp_chien_search_kernel(const unsigned short *, unsigned int *, int)"
14.1,29313271,1,29313271.0,29313271.0,29313271,29313271,0.0,"berlekampMasseyKernel(const unsigned short *, unsigned short *)"
9.1,19063380,1,19063380.0,19063380.0,19063380,19063380,0.0,"SyndromeKernel(const unsigned short *, const unsigned char *, unsigned short *)"
