Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
71.0,26251985,1,26251985.0,26251985.0,26251985,26251985,0.0,"warp_chien_search_kernel(const unsigned short *, unsigned int *, int)"
20.5,7584353,1,7584353.0,7584353.0,7584353,7584353,0.0,"berlekampMasseyKernel(const unsigned short *, unsigned short *)"
8.5,3142664,1,3142664.0,3142664.0,3142664,3142664,0.0,"SyndromeKernel(const unsigned short *, const unsigned char *, unsigned short *)"
