Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
71.0,26255591,1,26255591.0,26255591.0,26255591,26255591,0.0,"warp_chien_search_kernel(const unsigned short *, unsigned int *, int)"
20.5,7584451,1,7584451.0,7584451.0,7584451,7584451,0.0,"berlekampMasseyKernel(const unsigned short *, unsigned short *)"
8.5,3144087,1,3144087.0,3144087.0,3144087,3144087,0.0,"SyndromeKernel(const unsigned short *, const unsigned char *, unsigned short *)"
