Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
71.0,26250981,1,26250981.0,26250981.0,26250981,26250981,0.0,"warp_chien_search_kernel(const unsigned short *, unsigned int *, int)"
20.5,7584003,1,7584003.0,7584003.0,7584003,7584003,0.0,"berlekampMasseyKernel(const unsigned short *, unsigned short *)"
8.5,3156182,1,3156182.0,3156182.0,3156182,3156182,0.0,"SyndromeKernel(const unsigned short *, const unsigned char *, unsigned short *)"
