Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
73.0,130795858,1,130795858.0,130795858.0,130795858,130795858,0.0,"warp_chien_search_kernel(const unsigned short *, unsigned int *, int)"
16.4,29313336,1,29313336.0,29313336.0,29313336,29313336,0.0,"berlekampMasseyKernel(const unsigned short *, unsigned short *)"
10.6,19078325,1,19078325.0,19078325.0,19078325,19078325,0.0,"SyndromeKernel(const unsigned short *, const unsigned char *, unsigned short *)"
