Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
72.8,26251908,1,26251908.0,26251908.0,26251908,26251908,0.0,"warp_chien_search_kernel(const unsigned short *, unsigned int *, int)"
18.4,6639858,1,6639858.0,6639858.0,6639858,6639858,0.0,"berlekampMasseyKernel(const unsigned short *, unsigned short *)"
8.7,3149590,1,3149590.0,3149590.0,3149590,3149590,0.0,"SyndromeKernel(const unsigned short *, const unsigned char *, unsigned short *)"
