Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
70.7,26250637,1,26250637.0,26250637.0,26250637,26250637,0.0,"warp_chien_search_kernel(const unsigned short *, unsigned int *, int)"
20.4,7584256,1,7584256.0,7584256.0,7584256,7584256,0.0,"berlekampMasseyKernel(const unsigned short *, unsigned short *)"
8.9,3309162,1,3309162.0,3309162.0,3309162,3309162,0.0,"SyndromeKernel(const unsigned short *, const unsigned char *, unsigned short *)"
