Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
76.8,160193497,1,160193497.0,160193497.0,160193497,160193497,0.0,"warp_chien_search_kernel(const unsigned short *, unsigned int *, int)"
14.1,29313220,1,29313220.0,29313220.0,29313220,29313220,0.0,"berlekampMasseyKernel(const unsigned short *, unsigned short *)"
9.1,19083271,1,19083271.0,19083271.0,19083271,19083271,0.0,"SyndromeKernel(const unsigned short *, const unsigned char *, unsigned short *)"
