Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
76.8,160193296,1,160193296.0,160193296.0,160193296,160193296,0.0,"warp_chien_search_kernel(const unsigned short *, unsigned int *, int)"
14.1,29311266,1,29311266.0,29311266.0,29311266,29311266,0.0,"berlekampMasseyKernel(const unsigned short *, unsigned short *)"
9.1,19076615,1,19076615.0,19076615.0,19076615,19076615,0.0,"SyndromeKernel(const unsigned short *, const unsigned char *, unsigned short *)"
