Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
76.2,130803523,1,130803523.0,130803523.0,130803523,130803523,0.0,"warp_chien_search_kernel(const unsigned short *, unsigned int *, int)"
13.3,22846818,1,22846818.0,22846818.0,22846818,22846818,0.0,"berlekampMasseyKernel(const unsigned short *, unsigned short *)"
10.5,17944016,1,17944016.0,17944016.0,17944016,17944016,0.0,"SyndromeKernel(const unsigned short *, const unsigned char *, unsigned short *)"
