Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
76.1,130806890,1,130806890.0,130806890.0,130806890,130806890,0.0,"warp_chien_search_kernel(const unsigned short *, unsigned int *, int)"
13.3,22846979,1,22846979.0,22846979.0,22846979,22846979,0.0,"berlekampMasseyKernel(const unsigned short *, unsigned short *)"
10.6,18136916,1,18136916.0,18136916.0,18136916,18136916,0.0,"SyndromeKernel(const unsigned short *, const unsigned char *, unsigned short *)"
