Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
75.8,130796237,1,130796237.0,130796237.0,130796237,130796237,0.0,"warp_chien_search_kernel(const unsigned short *, unsigned int *, int)"
13.2,22845444,1,22845444.0,22845444.0,22845444,22845444,0.0,"berlekampMasseyKernel(const unsigned short *, unsigned short *)"
11.0,18943073,1,18943073.0,18943073.0,18943073,18943073,0.0,"SyndromeKernel(const unsigned short *, const unsigned char *, unsigned short *)"
