Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
76.4,130797635,1,130797635.0,130797635.0,130797635,130797635,0.0,"warp_chien_search_kernel(const unsigned short *, unsigned int *, int)"
13.3,22846403,1,22846403.0,22846403.0,22846403,22846403,0.0,"berlekampMasseyKernel(const unsigned short *, unsigned short *)"
10.3,17584713,1,17584713.0,17584713.0,17584713,17584713,0.0,"SyndromeKernel(const unsigned short *, const unsigned char *, unsigned short *)"
